Unidade Geográfica;Tema;Nome Indicador + Unidade de Medida ;Ano;Abrangência Geografica;Botao;Redefinir;Nome Curto Indicador;Rede Grupo;regiao_metropolitana;regiao_planejamento;TipoRede;Fonte;regionalizado;Unidade Medida;Valor;valor_adicional1;valor_adicional2
Altaneira;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Altaneira;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Cariré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Cariré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;185;;
Coreaú;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Coreaú;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;41;;
Aquiraz;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Aquiraz;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;76;;
Amontada;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Amontada;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Oeste / Vale do Curu;Verdadeiro; Secretaria da Saúde (SESA).;sim;;19;;
Barbalha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Barbalha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;161;;
Caririaçu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Caririaçu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;14;;
Crato;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Crato;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;396;;
Farias Brito;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Farias Brito;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;7;;
Jardim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Jardim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Juazeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Juazeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;680;;
Missão Velha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Missão Velha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Nova Olinda;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Nova Olinda;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;47;;
Santana do Cariri;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Santana do Cariri;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Barbalha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Barbalha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;165;;
Caririaçu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Caririaçu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;61;;
Crato;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Crato;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana do Cariri;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;553;;
Paracuru;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2020;Paracuru;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;31;;
Paraipaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2020;Paraipaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Pindoretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2020;Pindoretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
São Gonçalo do Amarante;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2020;São Gonçalo do Amarante;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;12;;
São Luís do Curu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2020;São Luís do Curu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;10;;
Trairi;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2020;Trairi;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Aquiraz;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Aquiraz;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;102;;
Cascavel;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Cascavel;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;154;;
Caucaia;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Caucaia;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;747;;
Chorozinho;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Chorozinho;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Eusébio;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Eusébio;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;88;;
Fortaleza;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Fortaleza;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;14506;;
Guaiúba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Guaiúba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Horizonte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Horizonte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;483;;
Itaitinga;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Itaitinga;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;49;;
Maracanaú;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2021;Maracanaú;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Fortaleza;Grande Fortaleza;Verdadeiro; Secretaria da Saúde (SESA).;sim;;828;;
Forquilha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Forquilha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Frecheirinha;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Frecheirinha;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Graça;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Graça;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Groaíras;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Groaíras;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Massapê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Massapê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Região Metropolitana de Sobral;Sertão de Sobral;Verdadeiro; Secretaria da Saúde (SESA).;sim;;96;;
Beberibe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Beberibe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;84;;
Fortim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Fortim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;51;;
Icapuí;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Icapuí;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;46;;
Itaiçaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Itaiçaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;54;;
Jaguaruana;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Jaguaruana;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;294;;
Aracati;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Aracati;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;222;;
Beberibe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Beberibe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;34;;
Fortim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Fortim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Icapuí;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Icapuí;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;36;;
Itaiçaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Itaiçaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Jaguaruana;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Jaguaruana;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;27;;
Aracati;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Aracati;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;7;;
Beberibe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Beberibe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Fortim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Fortim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Icapuí;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Icapuí;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Itaiçaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Itaiçaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Jaguaruana;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Jaguaruana;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;363;;
Aracati;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Aracati;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;27;;
Beberibe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Beberibe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;57;;
Fortim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Fortim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Icapuí;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Icapuí;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Itaiçaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Itaiçaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Jaguaruana;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Jaguaruana;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;17;;
Aracati;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Aracati;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;109;;
Beberibe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Beberibe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;281;;
Fortim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Fortim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Icapuí;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Icapuí;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;52;;
Itaiçaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Itaiçaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;8;;
Jaguaruana;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Jaguaruana;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;18;;
Aracati;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Aracati;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;32;;
Beberibe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Beberibe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;11;;
Fortim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Fortim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Icapuí;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Icapuí;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;12;;
Itaiçaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Itaiçaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Jaguaruana;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2007;Jaguaruana;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Aracati;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Aracati;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;37;;
Beberibe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Beberibe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;40;;
Fortim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Fortim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Icapuí;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Icapuí;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;18;;
Itaiçaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Itaiçaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Jaguaruana;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Jaguaruana;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;33;;
Aracati;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Aracati;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Beberibe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Beberibe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Fortim;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Fortim;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Icapuí;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Icapuí;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Itaiçaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Itaiçaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaruana;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2009;Jaguaruana;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Aracati;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2010;Aracati;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Leste;Verdadeiro; Secretaria da Saúde (SESA).;sim;;17;;
Apuiarés;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Apuiarés;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Oeste / Vale do Curu;Verdadeiro; Secretaria da Saúde (SESA).;sim;;137;;
General Sampaio;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;General Sampaio;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Oeste / Vale do Curu;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Irauçuba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Irauçuba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Litoral Oeste / Vale do Curu;Verdadeiro; Secretaria da Saúde (SESA).;sim;;27;;
Jati;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Jati;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Lavras da Mangabeira;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Lavras da Mangabeira;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;468;;
Mauriti;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2008;Mauriti;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Cariri;Verdadeiro; Secretaria da Saúde (SESA).;sim;;8;;
